구분ID,식당명,이미지,지역,업종,소개,전화번호,주소,찾아가는길,홈페이지
5,도깨비마을본점,https://img.siksinhot.com/place/1464239756052956.png?w=560&h=448&c=Y,광주> 북구-유동/신안,한국음식 > 한정식,저렴한 가격으로 묵은 김치와 푹 조려진 고등어 조림을 푸짐하게 먹을 수 있는 곳 입니다. 묵은 김치와 푹 조려진 고등어의 맛이 좋습니다. 밑반찬도 푸짐하게 차려져 든든하게 먹을 수 있습니다. 국물에 밥을 비벼 고등어 살점과 함께 마른 김에 싸먹으면 밥 한그릇이 뚝딱입니다.,062-524-9994,광주광역시 북구 중흥로 81,광주시 북구 신안동 싱안동 사거리 7시 방향 두블록 직진 후 자회전 100m 부근,
5,막동이회관,https://img.siksinhot.com/place/1464240040678987.png?w=560&h=448&c=Y,광주> 동구-무등산/운림동,한국음식 > 한정식,"안심추리, 안창살, 꽃등심, 갈비살 등 다양한 부위를 맛볼 수 있는 한우 구이 전문점입니다. 신선한 고기만 엄선하여 내놓기 때문에 믿고 먹을 수 있습니다. 육질이 부드러워 남녀노소 즐기기 좋습니다.",062-222-0840,광주광역시 동구 남문로 614,광주시 동구 소태동 소태역 광주1호선 3번 100m 부근,
5,미미원,https://img.siksinhot.com/place/1499046897221460.jpg?w=560&h=448&c=Y,광주> 동구-충장/금남/동명,한국음식 > 한정식,"육전, 해물전 전문점입니다. 메뉴로는 국내산 한우암소 육전, 낙지, 굴, 키조개, 맛조개 등 의 해물전, 생선전, 뚝배기 정식, 굴떡국 등이 있습니다. 주문시 밑반찬으로 상이 차려지며 직원이 직접 즉석에서 밀가루와 달걀물을 묻히고 팬에 전을 부쳐 숩니다. 전은 파절이와 먹거나 쌈을 싸서 먹을 수 있습니다. 매장은 한옥의 형태로 룸이 마련되어 있으며 내부는 좌식. 예약하고 가는 것이 좋습니다.   ",062-228-3101,광주광역시 동구 백서로 218,11:30 ~ 21:30 OPEN,
5,화정떡갈비,https://img.siksinhot.com/place/1378202264238239.png?w=560&h=448&c=Y,광주> 광산구/송정/수완/첨단,한국음식 > 전라도음식,"이곳은 오래된 전통을 간직한 떡갈비 전문점입니다. 부드럽기로 소문난 떡갈비가 인기 메뉴이며, 갈비찜과 육회비빔밥 등 식사가 마련되어 있습니다. 야들야들한 육질은 입에 넣으면 녹아버리는 느낌을 주며 달콤한 양념과 잘 어우러집니다.",062-944-1275,광주광역시 광산구 광산로29번길 6,"광산구청 옆, 농협중앙회 옆에 위치",
5,영미오리탕,https://img.siksinhot.com/place/1464239636808942.png?w=560&h=448&c=Y,광주> 북구-유동/신안,한국음식 > 오리 훈제/구이/로스/탕,"2대에 걸쳐 이어온 전통있는 오리 요리 전문점으로 오리탕, 오리로스도 즐길 수 있습니다. 몸에 좋은 오리 고기를 푸짐하게 맛볼 수 있으며, 맛과 건강을 동시에 챙길 수 있어 일석이조입니다.",062-527-0248,광주광역시 북구 경양로 126,광주시 북구 유동 현대백화점 광주점 부근,
5,새송정떡갈비,https://img.siksinhot.com/place/1433388340397235.jpg?w=560&h=448&c=Y,광주> 광산구/송정/수완/첨단,한국음식 > 불고기/갈비살/차돌박이,"1984년에 광주 '떡갈비 골목'에 개점하여 약 20년 이상 이어온 오래된 떡갈비 전문점 입니다. 부드러운 육질로 한 입 먹으면 입에서 살살 녹으며, 달콤한 양념도 잘 배어있습니다. 직접 재배한 무농약 야채들을 함께 즐길 수 있습니다.",062-941-3353,광주광역시 광산구 광산로 31,송정리역 1번출구 송정2동주민센터 인근,
5,서울곱창,https://img.siksinhot.com/place/1482714147674132.jpg?w=560&h=448&c=Y,광주> 광산구/송정/수완/첨단,한국음식 > 곱창/양/대창/막창,1960년대 후반에 개점하여 약 40년 이상 오래된 특별한 맛이 있는 곱창구이 전문점입니다. 백종원의 3대 천왕 방송에도 출연한 집으로 메인 메뉴인 곱창 외에 깊은 국물의 국밥도 판매하고 있습니다.,062-944-1135,광주광역시 광산구 송정로15번길 71,"송정리역1번출구 국민은행 인근, 광산구청 옆",
5,대광식당,https://img.siksinhot.com/place/1357066386663447.jpg?w=560&h=448&c=Y,광주> 동구-충장/금남/동명,한국음식 > 파전/모듬전/빈대떡,광주광역시 동구 충장로거리안에 위치한 '대광식당'입니다. '대광식당'은 전집으로 육전이 유명한 집입니다. 한우 아롱사태에 쌀가루와 계란을 직접 묻혀 전 판에 구운 육전을 맛 볼 수 있습니다.,062-226-3939,광주광역시 동구 서석로7번길 5,11:30 ~ 22:00 OPEN,
5,양동통닭,https://img.siksinhot.com/place/1464241502907084.png?w=560&h=448&c=Y,광주> 남구-양림동,한국음식 > 치킨/훈제,고소한 튀김옷의 후라이드 치킨과 매콤달콤한 양념으로 버무린 양념 치킨이 대표 메뉴입니다. 백종원의 3대천왕 치킨에 소개된 광주 통닭 맛집입니다. 1970년 초 오픈하여 40년의 역사를 가지고 있습니다. 근처수일통닭과 함께 광주를 대표하는 유명한 양대통닭집입니다.,062-364-5410,광주광역시 서구 천변좌로 262,양동시장역 1번출구 도보 5분 이내에 위치/금남로5가역 3번출구 도보 10분 이내에 위치/돌고래역 4번출구 도보 14분 이내에 위치,
5,RONNIQUE,https://img.siksinhot.com/place/1444406453599248.jpg?w=560&h=448&c=Y,광주> 동구-충장/금남/동명,세계음식 > 프렌치레스토랑,"서울에 경리단길이 있다면 광주에는 동리단길이 있습니다. 광주에서 점점 핫해지고 있는 동명동의 유명한 정통프랜치레스토랑 로니끄입니다. 분위기 좋고, 맛도 좋은 레스토랑으로 젊은 층에서 특히 인기가 많습니다.",062-454-4501,광주광역시 동구 동계천로 137-13,11:30 ~ 22:00 OPEN,
5,창억떡집 중흥본점,https://img.siksinhot.com/place/1537410264147165.jpg?w=560&h=448&c=Y,광주> 북구-유동/신안,한국음식 > 떡,"1965년 광주 동명동 도내기 시장에서 조그마한 떡집으로 시작한 '창억떡집'입니다. 40여 년이 넘는 시간 동안 좋은 재료와 정성스러운 손맛을 고집하며 사람들에게 사랑받아온 곳입니다. 고급스러운 맛과 깔끔한 포장으로 답례품이나 선물세트, 이바지 떡으로 인기입니다. 일반 떡 종류에서는 호박 인절미가 가장 인기입니다. 광주 본점에서는 이곳 떡으로 만든 떡볶이와 빙수를 주문할 수 있습니다. 인터넷 홈페이지를 통해서 택배 주문도 가능합니다.",062-520-6000,광주광역시 북구 경열로 242,광주시 북구 중흥동 현대백화점 광주점 맞은편 부근에 위치,
5,거목한정식,https://img.siksinhot.com/place/1360319598005914.JPG?w=560&h=448&c=Y,광주> 남구-양림동,한국음식 > 한정식,"화학조미료를 첨가하지 않고 천연 재료만을 이용하여 은은한 맛을 내는 한정식 전문점입니다. 단아하고 따뜻한 실내 공간, 깔끔하고 정갈한 음식, 깨끗한 위생 상태로 특별한 날 모임을 하기 좋습니다. ",062-672-0333,광주광역시 남구 천변좌로364번길 3-6,천변좌로364번길을 따라 29m 이동,
5,타오,https://img.siksinhot.com/place/1381486700627127.jpg?w=560&h=448&c=Y,광주> 광산구/송정/수완/첨단,세계음식 > 이태리레스토랑,"유기농 레스토랑으로, 식전빵과 작은 소스부터 음식까지 건강을 생각하며 만든 음식을 맛볼 수 있습니다. 가격이 저렴한 편은 아니지만 가격만큼의 질이 좋은 음식으로 손님들의 만족도가 높습니다.",062-955-2215,광주광역시 광산구 임방울대로 327,W여성병원 인근,
5,옛날밥상,https://img.siksinhot.com/place/1476702894069577.jpg?w=560&h=448&c=Y,광주> 남구/봉선/주월,한국음식 > 한정식,"가정식 백반으로 유명한 한식당입니다. 50여평의 매장에 26개의 테이블이 있어 가족모임과 단체 모임에도 제격입니다. 기본 메뉴인 보리밥정식은 15~16가지의 채소류와 해초류로 제공됩니다. 다른 메뉴는 돌솥밥정식, 주물럭정식, 낙지볶음정식, 추어탕, 청국장이 있습니다.",062-653-7337,광주광역시 남구 용대로119번길 6,광주시 남구 봉선동 남광주농협방림동지점 뒷편,
5,수완초밥,https://img.siksinhot.com/place/1432803997748874.jpg?w=560&h=448&c=Y,광주> 광산구/송정/수완/첨단,세계음식 > 일본음식/초밥,"초밥, 참치 전문점입니다. 초밥 메뉴로는 새우,크래미, 광어, 참치, 연어, 유부, 소라, 도미 등의 낱개 초밥과 참치초밥, 활어초밥, 연어초밥, 스테이크 초밥 등의 단품 세트, 모듬초밥 세트 등이 있습니다. 눈다랑어, 참다랑어, 참치 모듬 등의 참치 메뉴도 제공됩니다. 주문시 우동이 기본으로 나오는 곳입니다. 마지막주문 9시 40분 까지. 포장판매 가능합니다.",062-961-8941,광주광역시 광산구 장신로50번길 20-3,11:30 ~ 23:00 OPEN,
5,베비에르과자점,https://img.siksinhot.com/place/1535592936418000.jpg?w=560&h=448&c=Y,광주> 서구-금호/풍암,세계음식 > 베이커리/제과점,"광주 서구 풍암동에 위치한 '베비에르과자점'입니다. 10여 년간 운영하고 있는 제과점으로 당일 생산, 당일 판매하는 신선한 빵을 맛볼 수 있는 곳입니다. 천연 발효종 요거트 발효종을 사용하여 마음 놓고 먹을 수 있는 건강한 빵입니다. 하루 3~4번 이상 200여 가지의 빵을 구워내어 다양한 종류의 빵을 맛볼 수 있는 곳입니다. 김탁구빵이 대표 메뉴입니다. ",062-682-0696,광주광역시 서구 풍암중앙로 37,07:00 ~ 22:00 OPEN,
5,명선헌,https://img.siksinhot.com/place/1358073068140070.jpg?w=560&h=448&c=Y,광주> 동구-조선대/지산/산수,한국음식 > 한정식,"무등산 입구 근처에 자리잡은 한정식 전문점입니다. 비교적 합리적인 가격으로 정갈한 한식 코스 요리를 맛볼 수 있습니다. 고즈넉한 한옥 외관과 내부가 아름다우며, 녹음 가득한 앞마당도 휴식하기 좋습니다.",062-228-2942,광주광역시 동구 지호로127번길 11,무등산 입구 근처,
5,조선옥,https://img.siksinhot.com/place/1464241340515055.png?w=560&h=448&c=Y,광주> 남구/봉선/주월,한국음식 > 한정식,"22년 전통의 굴비 전문점입니다. 식신로드 등 다양한 매체에 방영되었으며 광주광역시 지정 1등 맛집, 메뉴판닷컴 전국맛집으로 선정된 곳입니다. 메뉴로는 굴비수라상, 조선옥 특선, 굴비 한정식 등이 있습니다. 반건조시켜 구운 굴비의 맛이 일품이며 굴비와 함께 제공되는 녹차 물에 밥을 말아 굴비와 함께 먹는 것이 특징입니다. 매장은 2층으로 되어 있으며 룸이 있습니다. 보리굴비, 참굴비, 구운굴비, 고추장굴비 등 굴비 선물세트도 판매합니다.",062-654-3322,광주광역시 남구 효덕로 105,11:30 ~ 21:00 OPEN,
5,유향,https://img.siksinhot.com/place/1464240102868994.png?w=560&h=448&c=Y,광주> 광산구/송정/수완/첨단,세계음식 > 중국음식,"홍합과 꽃게, 조개, 오징어 한 마리를 통째로 넣어 얼큰하면서 시원한 국물의 해물 짬뽕이 유명한 중식당입니다. 해산물에서 우러나온 시원한 육수가 일품이며, 재료를 아낌없이 넣어 푸짐하게 즐길 수 있습니다.",062-954-9530,광주광역시 광산구 용아로400번길 33,삼능아파트에서 260미터 근처,
5,금다연한정식,https://img.siksinhot.com/place/1464239989168983.png?w=560&h=448&c=Y,광주> 서구-상무/화정,한국음식 > 한정식,"이 곳은 약선요리를 선보이는 곳입니다. 각종 한약재를 넣어 요리한 약선오리와 각종 약재들을 넣어 함께 다져서 구운 떡갈비, 연어쌈이 특히 인기입니다. 매실절임, 죽, 샐러드, 칠절판, 무침, 전, 생선회, 삼합, 잡채, 약선오리, 떡갈비, 약선갈비찜, 생선구이, 국, 과일, 후식 등을 맛볼 수 있는 정식이 대표적인 메뉴입니다.",062-374-1000,광주광역시 서구 상무연하로 72,평화공원 롯데시네마 부근,
5,온더블랙 상무본점,https://img.siksinhot.com/place/1433109657884809.jpg?w=560&h=448&c=Y,광주> 서구-상무/화정,세계음식 > 스테이크하우스,"돌판에 직접 익혀 먹는 스테이크 전문점입니다. 스테이크를 400도의 뜨거운 돌판 위에서 소비자가 직접 구우면서 원하는 굽기 정도를 조절가능한 것이 특징입니다. 메뉴로는 샐러드, 파스타, 스테이크, 리조또 등이 있으며 세트 메뉴가 준비되어 있습니다. 고기는 35일 숙성 냉장육을 사용합니다. 라스트 오더는 9시이며, 식사 시간에는 웨이팅이 있을 수 있습니다. 매월 첫째, 셋째주 월요일은 5시에 오픈합니다.",062-226-5432,광주광역시 서구 상무공원로 12 인애빌딩,11:30 ~ 22:00 OPEN,
6,삼송빵집 본점,https://img.siksinhot.com/place/1536124320872425.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,세계음식 > 베이커리/제과점,대구에서 60여년의 역사와 전통을 가진 전설적인 빵집입니다. 투박한 느낌으로 옛날 스타일의 빵을 팔고 있어 동성로에 오면 사람들이 꼭 들르는 곳입니다. 빵 종류는 많은 편은 아니며 구운고로케와 통옥수수빵(마약빵)이 이 곳의 인기 메뉴입니다. 구운고로케는 기름에 튀기지 않고 구워내어 느끼하지 않고 담백한 맛입니다. 옥수수와 특제소스로 맛을 낸 통옥수수빵은 한번 먹으면 헤어나올 수 없습니다. 빵이 전부 소진하면 조기 마감합니다.,053-254-4064,대구광역시 중구 중앙대로 395,중앙로역 1번출구 도보 5분 이내에 위치/반월당역 14번출구 도보 6분 이내에 위치,
6,왕거미식당,https://img.siksinhot.com/place/1462256155076048.jpg?w=560&h=448&c=Y,대구> 동인동/삼덕동/중구청,한국음식 > 꽃등심/등심/육회,"동인동 좁은 골목 안에서 30년 이상 영업해온 생고기 전문점으로 생고기, 오드레기 등이 인기 메뉴 입니다. 신선한 생고기가 푸짐하게 나옵니다. 오드레기 뭉티기 등의 대구식 생고기를 특유의 양념장에 찍어 먹으면 맛이 일품입니다. ",053-427-6380,대구광역시 중구 국채보상로 696-8,대구시 중구 동인동4가 중구청 맞은편,
6,윤옥연원조할매떡볶이 본점,https://img.siksinhot.com/place/1500263291808864.jpg?w=560&h=448&c=Y,대구> 범어동/수성동,한국음식 > 떡볶이/순대/튀김/만두,"신천시장을 30년 넘게 지켜온 떡볶이 전문점입니다. 이곳이 본점이고, 서울을 비롯해 전국에 분점이 있습니다. 일반 떡볶이에 비해 넉넉한 국물과 매운맛의 정도를 조절할 수 있게 별도로 주는 양념이 이 집의 특색입니다. 떡볶이, 막 튀긴 오뎅과 만두는 각 천 원이 단위로 주문할 수 있습니다. 이 세 메뉴를 양껏 섞어 시켜 놓고 요구르트 음료로 화끈하게 달아오른 입을 달래며 먹는 것이 이 집의 스타일입니다.",053-756-7597,대구광역시 수성구 들안로77길 11,청구네거리 부근,
6,미성당납작만두본점,https://img.siksinhot.com/place/1458780661727337.jpg?w=560&h=448&c=Y,대구> 반월당/남산동/봉산,한국음식 > 라면/칼국수/국수/수제비,"대구에서는 모르는 사람이 없는 만두 명물 맛집입니다. 만두피 속에 부추, 당면, 파를 넣고 납작하게 구운 후 송송 썬 파를 얹어 내는 음식인 납작 만두를 맛볼 수 있습니다. 이 맛을 보기 위해 전국 각지에서 손님들이 모여들고 있습니다.",053-255-0742,대구광역시 중구 명덕로 93,동산병원에서 계명문화대학 방면 남산초등학교 앞에 위치.,
6,태산만두,https://img.siksinhot.com/place/1417167504820115.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,한국음식 > 떡볶이/순대/튀김/만두,"동성로에서 잘 알려진 '태산만두'. 화교 상인이 운영하는 오래된 중국 만둣집으로 만두피가 두꺼운 빠오즈 스타일의 고기 왕만두가 가장 유명한 곳입니다. 바삭하게 튀겨진 노릇노릇한 군만두는 간장, 식초, 고춧가루를 섞은 간장과 곁들여 먹으면 맛이 좋습니다. 만두 외에도 라면부터 우동, 쫄면, 김밥까지 다양한 분식류도 함께 즐길 수 있습니다.",053-424-0449,대구광역시 중구 달구벌대로 2109-32,반월당역 13번출구 인근,
6,뉴욕통닭,https://img.siksinhot.com/place/1462774696023907.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,한국음식 > 치킨/훈제,"대구 3대 치킨 중 하나라고 일컬어질 만큼, 치킨이 맛있는 곳입니다. 먹기 좋은 크기로 잘라서 나오며, 은은한 마늘향이 배어 있는 양념치킨 맛이 좋습니다. 프라이드치킨과 양념치킨을 반반씩 주문하는 것을 추천합니다.",053-253-0070,대구광역시 중구 종로 12,덕산떡전공목 내 위치,
6,수봉반점,https://img.siksinhot.com/place/1574746024073200.jpg?w=560&h=448&c=Y,대구> 경북대/비산/침산,세계음식 > 중국음식,"1971년부터 49년의 전통을 이어오고 있는 중국 음식점 ‘수봉반점’. 창업주인 노신자, 장병화 부부의 뒤를 이어 아들 부부 장훈규, 정해민씨가 2대째 변함없는 맛을 지켜오고 있습니다. 대표 메뉴는 돼지기름에 돼지고기와 주키니, 양파, 배추, 파, 당근 등 다양한 채소를 볶아 고춧가루와 마늘, 후추로 간을 하여 흰 쌀밥과 비벼 즐기는 ‘중화 비빔밥’. 아삭아삭하게 숨이 살아있는 채소와 부드럽게 씹히는 돼지고기가 칼칼하면서도 불맛이 살아있는 양념과 조화롭게 어우러집니다. 돼지고기와 함께 홍합, 오징어를 사용하여 고소하면서도 시원한 국물 맛을 살린 ‘바람돌이 짬뽕’도 인기 메뉴. 식사는 시간대별로 나눠 운영하며 미리 메뉴를 주문한 후 정해진 시간에 맞춰 매장에 방문하면 되니 참고 바랍니다.",053-941-1503,대구광역시 북구 대현남로2길 60,칠성시장역 4번출구 도보 5분 이내에 위치,
6,버들식당,https://img.siksinhot.com/place/1553572950342016.jpg?w=560&h=448&c=Y,대구> 두류/내당/서문시장,한국음식 > 곱창/양/대창/막창,"진정한 맛과 정성으로 사랑받고 있는 곱창전골 전문 한식당입니다. 곱창, 대창, 불고기를 섞어서 전골로 끓여주기도 하고, 구워주기도 하는 '환상의 맛' 메뉴가 인기입니다. 중독성 강한 맛과 신선한 재료로 손님들의 발길이 끊이지 않습니다.",053-656-1991,대구광역시 달서구 두류공원로28길 8,대명역 4번출구 도보 23분 이내에 위치,
6,원조북성로우동불고기,https://img.siksinhot.com/place/1462256474809083.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,한국음식 > 불고기/갈비살/차돌박이,포장마차 형태로 운영되는 연탄 석쇠 돼지 불고기 전문점입니다. 저렴하고 변함 없는 맛으로 큰 사랑을 받고 있는 곳입니다. 불맛이 살아있는 불고기가 주 메뉴입니다. 40 테이블 이상의 좌석을 보유하여 단체 모임을 하기에도 좋습니다. ,053-255-9199,대구광역시 중구 서성로14길 21-11 백세촌 건물뒷편 (귀뚜라미보일러 골목안),대구시 중구 수창동 수창초등학교 200m부근,
6,해금강,https://img.siksinhot.com/place/1464327941839315.png?w=560&h=448&c=Y,대구> 동대구역/신천동,한국음식 > 찌개/전골/국/탕,1978년에 개업한 복어요리 전문점입니다. 2단으로 된 전골냄비를 사용하여 끓여먹는 복일품 2단샤브전골 요리가 이 집의 대표 메뉴입니다. 좋은 재료만 사용하여 국물 맛이 특히 일품입니다.,053-954-2323,대구 동구 신암4동 277-32,동대구역(경부선) 에서 신암남로를 따라 132m 이동 ,
6,옛집식당,https://img.siksinhot.com/place/1453184362911059.jpg?w=560&h=448&c=Y,대구> 두류/내당/서문시장,한국음식 > 해장국/국밥,"서문시장과 달성공원 사이의 좁은 골목길에 자리 잡고 있는 ‘옛집식당’입니다. 1948년부터 현재까지 3대째 대를 이어 오고 있습니다. 은빛 자개농, 붉은 마룻바닥과 밥상이 할머니 집에 온 것 같은 정겨운 분위기를 자아냅니다. 한우로 만든 대표 메뉴 ‘육개장’은 두부 전, 깍두기, 부추무침, 고추 장아찌와 함께 한 상이 차려집니다. 기름지지 않고 깔끔한 국물에는 대파와 토란대가 들어가 있으며, 양짓살 대신 기름기가 적은 사태 부위가 두툼하게 썰어 담긴 것이 특징입니다. 처음 한 입은 육개장이 나온 그대로의 맛을 느끼고, 반 정도 먹은 후엔 다진 마늘을 넣어 짙은 감칠맛을 더해 두 가지 버전으로 즐길 수 있습니다. 육개장 국물은 리필이 가능합니다.",053-554-4498,대구광역시 중구 달성공원로6길 48-5,서문시장역 2번출구 도보 5분 이내에 위치/달성공원역 3번출구 도보 8분 이내에 위치,
6,청정한우,https://img.siksinhot.com/place/1384322919007595.jpg?w=560&h=448&c=Y,대구> 동대구역/신천동,한국음식 > 불고기/갈비살/차돌박이,신선한 1등급 한우만을 고집하는 식당으로 입구에 당일 한우의 등급판정 확인서를 걸어 두어 믿을 수 있습니다. 질 좋은 고기만을 사용하여 육즙 가득한 한우의 맛을 제대로 만나볼 수 있는 곳입니다.,053-756-3387,대구광역시 동구 동대구로 442-1,10:00 ~ 22:00 OPEN,
6,라벨라쿠치나,https://img.siksinhot.com/place/1464328577523409.png?w=560&h=448&c=Y,대구> 두산동/수성못/지산,세계음식 > 이태리레스토랑,"모던한 외관이 인상적인 이탈리안 레스토랑입니다. 넓은 실내 홀을 지나면, 정원처럼 꾸며져 하늘에서 들어오는 햇빛을 즐길 수 있는 야외 공간도 꾸며져 있습니다. 다양한 스파게티와 스테이크가 두루 인기있는 곳입니다. 센터홀과 프라이빗한 룸도 마련되어 있으며 바 섹션도 나뉘어 있습니다. 디너 코스는 오후 10시까지만 주문을 받습니다.",053-765-4774,대구광역시 수성구 무학로 151,대구시 수성구 지산1동 아트피아골프클럽 맞은편,
6,밤새우는닭,https://img.siksinhot.com/place/1464327828664294.png?w=560&h=448&c=Y,대구> 칠곡,한국음식 > 닭볶음탕/닭갈비/닭발,초벌구이 되어 나오는 숯불닭구이를 맛볼 수 있는 곳 밤새우는 닭입니다. 국내산 신선육을 사용해 특제 양념에 숙성시킨 닭고기를 숯불 석쇠에 구워내는 것으로 유명한 맛집입니다. 간장양념과 매운양념 두 가지 중에 골라서 주문할 수 있습니다.,053-939-4593,대구광역시 북구 서변로 33,서변동 월드메르디앙 아파트 옆쪽 상가 ,
6,리안,https://img.siksinhot.com/place/1464328260529364.png?w=560&h=448&c=Y,대구> 범어동/수성동,세계음식 > 중국음식,"수성대학교 인근에 위치한 곳으로 특히 학생들에게 큰 사랑을 받고 있습니다. 살짝 달콤한 맛이 나는 매운 소스로 해산물과 야채를 볶아서 면과 따로 내오는 '야끼우동'이 인기입니다. 그 외 저렴한 가격의 짜장면, 짬뽕, 짬짜면 등도 있습니다.",053-746-0203,대구광역시 수성구 교학로4길 48,대구시 수성구 만촌3동주민센터 앞 위치. 대구산업정보대학 인근에 있음,
6,중앙떡볶이,https://img.siksinhot.com/place/1458547564637302.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,한국음식 > 떡볶이/순대/튀김/만두,번호표를 받고 줄을 서서 기다려야 할 정도로 인기 있는 30년 전통의 분식 맛집입니다. 하지만 일단 맛을 보면 기다림이 아쉽지 않습니다. 납작만두와 매콤한 가래떡 떡볶이로 유명한 곳입니다.,053-424-7692,대구광역시 중구 동성로2길 81,2.28기념공원 맞은편 파스구찌 커피숍 옆,
6,상주식당,https://img.siksinhot.com/place/1353049381870619.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,한국음식 > 해물탕/해물요리/꽃게,"배추를 넣고 끓인 자연산 논미꾸라지 추어탕 맛집입니다. 한옥을 개조해만든 식당은 한국스런 분위기입니다. 식당 내에서는 금연이며, 주류는 판매하지 않는다고 합니다. 미꾸라지를 구할 수 없는 동절기(12~2월)에는 영업을 하지 않습니다.",053-425-5924,대구광역시 중구 국채보상로 598-1,중앙로역2번출구에서 미소약국앞 사거리에서 COAX까지200미터 이동후 COAX앞에서 왼쪽으로30미터근처,
6,교동면옥 본점 ,https://img.siksinhot.com/place/1458744010511063.jpg?w=560&h=448&c=Y,대구> 달성군,한국음식 > 냉면,"대구에서 많은 사랑을 받고 있는 교동면옥의 본점 화원점은 노포 느낌이 물씬나는 곳으로 지금도 냉면과 갈비탕은 가마솥에서 전통방식으로 직접 우려낸 육수만을 사용합니다. 이북식 편육 고명 대신 냉면 위에 올라가는 육전은 제사상에 오르는 바삭한 소고기전 스타일로, 진주냉면의 방식을 따르고 있습니다. 곁들이로 만두와 소고기떡갈비도 많이 찾는 메뉴라고 합니다.",053-634-9222,대구광역시 달성군 화원읍 사문진로 416,사문진로7길을 따라 92m 이동,
6,국일따로국밥,https://img.siksinhot.com/place/1458743467138056.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,한국음식 > 해장국/국밥,"60년이 넘게 3대째 영업중인 국밥맛집입니다.  따로국밥은 사골 육수에 선지와 소고기, 고춧가루와 대파, 무 등의 야채를 넣고 푹 끓인 후에 생마늘과 부추를 얹어 먹는 음식입니다. 대구에서 꼭 먹어봐야할 음식으로 꼽힙니다.",053-253-7623,대구광역시 중구 국채보상로 571,중앙로역에서 횡단보도를 이용하여 대구은행으로 횡단해서 60미터 근처,
6,팔공막창,https://img.siksinhot.com/place/1424679563692154.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,한국음식 > 곱창/양/대창/막창,100% 전통의 맛을 살린 수작업과 2대를 이은 장인정신이 돋보이는 막창 전문점입니다. 이 집만의 비법으로 막창의 잡내를 완벽히 제거하여 누구나 부담없이 즐길 수 있습니다. 예약에 단체만 가능합니다.,053-426-4333,대구광역시 중구 동성로6길 42-5,"대구백화점 ㅡ 중간쯤,이찌로,피제리아 골목ㅡ 삼덕파출소",
6,청학식당,https://img.siksinhot.com/place/1358352250392031.jpg?w=560&h=448&c=Y,대구> 교대/봉덕,한국음식 > 해물탕/해물요리/꽃게,"대구탕과 알곤탕으로 유명한 한식당입니다. 다양한 TV 맛집 프로그램에 소개된 적이 있을만큼 유명한 곳입니다. 얼큰하게 끓인 탕류가 주 메뉴이며 그 외에 아구찜, 뽈찜도 이 집의 인기 있는 메뉴입니다.",053-474-2807,대구광역시 남구 봉덕로1길 52-1,대구시 남구 봉덕1동 대구외인주택 인근,
6,금불수산 대림회초밥,https://img.siksinhot.com/place/1358178515395739.jpg?w=560&h=448&c=Y,대구> 교대/봉덕,한국음식 > 회,제철에 맞는 회와 해산물 요리를 맛볼 수 있습니다. 회 외에도 메뉴에 없는 다양한 해산물 요리를 서비스로 내놓아 단골이 유난히 많은 곳입니다. 늘 신선한 재료만 고집하여 진정한 바다의 맛을 볼 수 있습니다.,053-474-7177,대구광역시 남구 봉덕로21길 48,대구시 남구 봉덕1동 대성유니드아파트 101동 맞은편   ,
6,전원돈가스,https://img.siksinhot.com/place/1353050420278913.jpg?w=560&h=448&c=Y,대구> 동성로/중앙로/종로,세계음식 > 돈가스,"30년 넘게 운영되어 옛날돈까스, 그 맛을 가지고 있는 돈까스 맛집입니다. 저렴한 가격의 돈까스와 소스의 향이 잘 어우러진 함박스테이크 메뉴를 많이 주문합니다. 오랜 시간 변함없는 맛으로 꾸준히 사랑받고 있습니다.",053-424-8220,대구광역시 중구 동성로6길 2-23 B1F,동성로 로데오거리 아디다스매장 맞은편,
6,신마산식당,https://img.siksinhot.com/place/1464327695793277.png?w=560&h=448&c=Y,대구> 경북대/비산/침산,한국음식 > 해장국/국밥,"저렴한 가격에 푸짐한 양, 잡내가 나지 않는 깔끔한 돼지국밥을 찾는 사람들로 북적이는 곳입니다. 새우젓으로 간을 맞춰 먹는 국밥의 맛이 일품이라는 평이 자자합니다. 적당히 비계가 들어가 윤기를 내는 수육도 인기입니다. 식사시간에는 대기하는 손님이 많습니다.",053-523-8822,대구광역시 서구 달서로 89,반고개역 1번 출구에서 15분 도보,
